Title,Tags
MC Address:,"138 LORONG J TELOK KURAU
#B1-01 CANARY VILLE
 SINGAPORE 423484"
MC Contact No.:,83106256
Name of Managing Agent:,OIFM International Pte Ltd
Managing Agent Contact No.:,83106256
MCST No:,2984
UEN:,T05MC2984A
Date of MC Constitution:,23/08/2005
Development Name:,CHANCERY HILL WALK
Status:,Active
Development Location:,"11/A-G, 13 CHANCERY HILL WALK SINGAPORE 309614"
MC Address:,"11H CHANCERY HILL WALK
CHANCERY HILL WALK
 SINGAPORE 309627"
MC Contact No.:,88177465
Name of Managing Agent:,DP Property & Facilities Management Pte Ltd
Managing Agent Contact No.:,88177465
MCST No:,2985
UEN:,T05MC2985H
Date of MC Constitution:,01/09/2005
Development Name:,TREASURE GARDENS
Status:,Active
Development Location:,22 TEOW HOCK AVENUE SINGAPORE 545708
MC Address:,"4 KAKI BUKIT AVENUE 1
#05-02 
 SINGAPORE 417939"
MC Contact No.:,98557080
Name of Managing Agent:,Ocean IFM Pte Ltd
Managing Agent Contact No.:,98557080
MCST No:,2986
UEN:,T05MC2986D
Date of MC Constitution:,09/09/2005
Development Name:,RESIDENCES AT 338A
Status:,Active
Development Location:,338A RIVER VALLEY ROAD SINGAPORE 238138
MC Address:,"338A RIVER VALLEY ROAD
#01-05 RESIDENCES AT 338A
 SINGAPORE 238381"
MC Contact No.:,67792711
Name of Managing Agent:,Stature Real Estate Enterprises Pte Ltd
Managing Agent Contact No.:,67792711
MCST No:,2987
UEN:,T05MC2987L
Date of MC Constitution:,07/09/2005
Development Name:,THE SENTINEL
Status:,Active
Development Location:,3 SURREY ROAD SINGAPORE 307742
MC Address:,"3 MOUNT SOPHIA
#8-0 EQUITY HEIGHTS
 SINGAPORE 228450"
MC Contact No.:,81239280
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,2988
UEN:,T05MC2988G
Date of MC Constitution:,12/09/2005
Development Name:,CENTRO MANSIONS
Status:,Active
Development Location:,20 LORONG 32 GEYLANG SINGAPORE 398280
MC Address:,"20 LORONG 32 GEYLANG
#01-01 CENTRO MANSIONS
 SINGAPORE 398280"
MC Contact No.:,98255177
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,2989
UEN:,T05MC2989C
Date of MC Constitution:,13/09/2005
Development Name:,MARINE VILLE
Status:,Active
Development Location:,161 MARINE PARADE SINGAPORE 449527
MC Address:,"161 MARINE PARADE ROAD
MARINE VILLE
 SINGAPORE 449527"
MC Contact No.:,93918828
Name of Managing Agent:,OCEAN IFM Pte. Ltd.
Managing Agent Contact No.:,68861936
MCST No:,2990
UEN:,T05MC2990L
Date of MC Constitution:,15/09/2005
Development Name:,TRUSSVILLE
Status:,Active
Development Location:,61 PAYA LEBAR CRESCENT SINGAPORE 534189
MC Address:,"126 JOO SENG ROAD
#06-13 GOLD PINE ASSET MANAGEMENT PTE LTD
 SINGAPORE 368355"
MC Contact No.:,65815604
Name of Managing Agent:,Avalon Asset Management Pte Ltd
Managing Agent Contact No.:,65815604
MCST No:,2991
UEN:,T05MC2991G
Date of MC Constitution:,23/09/2005
Development Name:,AMANINDA
Status:,Active
Development Location:,329 THOMSON ROAD SINGAPORE 307674
MC Address:,"160 PAYA LEBAR ROAD
#05-05 ORION @ PAYA LEBAR
 SINGAPORE 409022"
MC Contact No.:,93766662
Name of Managing Agent:,Knight Frank Property Asset Management Pte Ltd
Managing Agent Contact No.:,93766662
MCST No:,2992
UEN:,T05MC2992C
Date of MC Constitution:,07/10/2005
Development Name:,THE WATERINA
Status:,Active
Development Location:,51 LORONG 40 GEYLANG SINGAPORE 398075
MC Address:,"51 LORONG 40 GEYLANG
#01-01 THE WATERINA
 SINGAPORE 398075"
MC Contact No.:,68487264
Name of Managing Agent:,CWL Facilities Management Pte Ltd
Managing Agent Contact No.:,68487264
MCST No:,2993
UEN:,T05MC2993K
Date of MC Constitution:,03/10/2005
Development Name:,SUNSHINE LOFT
Status:,Active
Development Location:,2 LORONG L TELOK KURAU SINGAPORE 425600
MC Address:,"22 SIN MING LANE
#08-86 MIDVIEW CITY
 SINGAPORE 573969"
MC Contact No.:,67520919
Name of Managing Agent:,Olympian Property Management Pte Ltd
Managing Agent Contact No.:,67520919
MCST No:,2994
UEN:,T05MC2994F
Date of MC Constitution:,06/10/2005
Development Name:,CHYE SING BUILDING
Status:,Active
Development Location:,87 BEACH ROAD SINGAPORE 189695
MC Address:,"87 BEACH ROAD
#02-01 CHYE SING BUILDING
 SINGAPORE 189695"
MC Contact No.:,63391150
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,2995
UEN:,T05MC2995B
Date of MC Constitution:,07/10/2005
Development Name:,ASPEN LOFT
Status:,Active
Development Location:,170 JOO CHIAT TERRACE SINGAPORE 427317
MC Address:,"170 JOO CHIAT TERRACE
ASPEN LOFT
 SINGAPORE 427317"
MC Contact No.:,6223 0169
Name of Managing Agent:,Smart Property Management (Singapore) Pte Ltd
Managing Agent Contact No.:,6223 0169
MCST No:,2996
UEN:,T05MC2996J
Date of MC Constitution:,10/10/2005
Development Name:,700 Beach
Status:,Terminated
Development Location:,700 BEACH ROAD SINGAPORE 199598
MC Address:,"700 BEACH ROAD
#01-01 700 BEACH
 SINGAPORE 199598"
MC Contact No.:,63963702
Name of Managing Agent:,Colliers International Consultancy & Valuation (S) Pte Ltd
Managing Agent Contact No.:,62232323
MCST No:,2997
UEN:,T05MC2997E
Date of MC Constitution:,10/10/2005
Development Name:,SCENIC HEIGHTS
Status:,Active
Development Location:,245 BALESTIER ROAD SINGAPORE 329929
MC Address:,"245 BALESTIER ROAD
SCENIC HEIGHTS
 SINGAPORE 329929"
MC Contact No.:,80113117
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,2998
UEN:,T05MC2998A
Date of MC Constitution:,10/10/2005
Development Name:,RIO GARDENS
Status:,Active
Development Location:,55B JALAN TAMAN SINGAPORE 329001
MC Address:,"55B JALAN TAMAN
#01-01 RIO GARDENS
 SINGAPORE 329001"
MC Contact No.:,98201665
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,2999
UEN:,T05MC2999H
Date of MC Constitution:,12/10/2005
Development Name:,LAKEHOLMZ CONDOMINIUM
Status:,Active
Development Location:,80 CORPORATION ROAD SINGAPORE 649819
MC Address:,"90 CORPORATION ROAD
#01-22 LAKEHOLMZ CONDOMINIUM
 SINGAPORE 649824"
MC Contact No.:,6515 1278
Name of Managing Agent:,Asia Properties & Assets Consultancy Pte Ltd
Managing Agent Contact No.:,68023129
MCST No:,3000
UEN:,T05MC3000E
Date of MC Constitution:,14/10/2005
Development Name:,Management Corporation Strata Title No. 3000
Status:,Active
Development Location:,10E SIXTH AVENUE SINGAPORE 276474
MC Address:,"141 NAMLY AVENUE

 SINGAPORE 267705"
MC Contact No.:,64688463
Name of Managing Agent:,PROPERTY FACILITY SERVICES PTE LTD
Managing Agent Contact No.:,62211313
MCST No:,3001
UEN:,T05MC3001A
Date of MC Constitution:,20/10/2005
Development Name:,THE WARREN
Status:,Active
Development Location:,37 CHOA CHU KANG LOOP SINGAPORE 689675
MC Address:,"59 CHOA CHU KANG LOOP
#B1-50 THE WARREN 
 SINGAPORE 689686"
MC Contact No.:,67629464/57
Name of Managing Agent:,Exceltec Property Management Pte Ltd
Managing Agent Contact No.:,65665055
MCST No:,3002
UEN:,T05MC3002H
Date of MC Constitution:,27/10/2005
Development Name:,THE PATERSON
Status:,Active
Development Location:,63 PATERSON ROAD SINGAPORE 238539
MC Address:,"63 PATERSON ROAD
#01-01 THE PATERSON
 SINGAPORE 238539"
MC Contact No.:,68367990
Name of Managing Agent:,Realty International Associates Pte Ltd
Managing Agent Contact No.:,68367990
MCST No:,3003
UEN:,T05MC3003D
Date of MC Constitution:,28/10/2005
Development Name:,ALPHA APARTMENTS
Status:,Active
Development Location:,98 KOON SENG ROAD SINGAPORE 427037
MC Address:,"105 SIMS AVENUE
#10-01 CHANCERLODGE COMPLEX
 SINGAPORE 387429"
MC Contact No.:,67414092
Name of Managing Agent:,Givanson Management Pte Ltd
Managing Agent Contact No.:,67414092
MCST No:,3004
UEN:,T05MC3004L
Date of MC Constitution:,09/11/2005
Development Name:,SAVANNAH CONDOPARK
Status:,Active
Development Location:,65 SIMEI RISE SINGAPORE 528791
MC Address:,"67 SIMEI ROAD
#B1-73 SAVANNAH CONDOPARK
 SINGAPORE 528797"
MC Contact No.:,67854225
Name of Managing Agent:,Savills (Singapore) Pte Ltd
Managing Agent Contact No.:,67854225
MCST No:,3005
UEN:,T05MC3005G
Date of MC Constitution:,04/11/2005
Development Name:,BISHAN POINT
Status:,Active
Development Location:,61 BRIGHT HILL DRIVE SINGAPORE 579653
MC Address:,"61 BRIGHT HILL DRIVE
#01-01 BISHAN POINT
 SINGAPORE 579653"
MC Contact No.:,64593067
Name of Managing Agent:,Edmund Tie & Company Property Management Services Pte Ltd
Managing Agent Contact No.:,64179205
MCST No:,3006
UEN:,T05MC3006C
Date of MC Constitution:,10/11/2005
Development Name:,CALARASI
Status:,Active
Development Location:,31 KIM KEAT LANE SINGAPORE 328882
MC Address:,"13 LORONG 8 TOA PAYOH
#02-04 CALARASI
 SINGAPORE 319261"
MC Contact No.:,61004177
Name of Managing Agent:,Olympian Property Management Pte Ltd
Managing Agent Contact No.:,61004177
MCST No:,3007
UEN:,T05MC3007K
Date of MC Constitution:,09/11/2005
Development Name:,CAIRNHILL CREST
Status:,Active
Development Location:,2 CAIRNHILL CIRCLE SINGAPORE 229811
MC Address:,"6 CAIRNHILL CIRCLE
#B1-09 CAIRNHILL CREST 
 SINGAPORE 229813"
MC Contact No.:,67358003
Name of Managing Agent:,Knight Frank Property Asset Management Pte Ltd
Managing Agent Contact No.:,6848 567
MCST No:,3008
UEN:,T05MC3008F
Date of MC Constitution:,15/11/2005
Development Name:,EAST SIGNATURE
Status:,Active
Development Location:,1A ELLIOT WALK SINGAPORE 458656
MC Address:,"531 UPPER CROSS STREET
#03-52 HONG LIM COMPLEX
 SINGAPORE 050531"
MC Contact No.:,65333375
Name of Managing Agent:,Rhodo Strata Management Services Pte Ltd
Managing Agent Contact No.:,65333375
MCST No:,3009
UEN:,T05MC3009B
Date of MC Constitution:,15/11/2005
Development Name:,BUGIS POINT
Status:,Active
Development Location:,530 NORTH BRIDGE ROAD SINGAPORE 188747
MC Address:,"55 NORTH BRIDGE ROAD
#02-69 BUGIS POINT
 SINGAPORE 425500"
MC Contact No.:,63488278
Name of Managing Agent:,Strata Land Property Consultants Pte Ltd
Managing Agent Contact No.:,63488278
MCST No:,3010
UEN:,T05MC3010K
Date of MC Constitution:,17/11/2005
Development Name:,ALEGRIA BOUTIQUE APARTMENT
Status:,Active
Development Location:,323C THOMSON ROAD SINGAPORE 307669
MC Address:,"420 NORTH BRIDGE ROAD
#06-01 NORTH BRIDGE CENTRE
 SINGAPORE 188727"
MC Contact No.:,63370087
Name of Managing Agent:,Earnest Management Services Pte Ltd
Managing Agent Contact No.:,63370087
MCST No:,3011
UEN:,T05MC3011F
Date of MC Constitution:,23/11/2005
Development Name:,PRESTIGE CENTRE
Status:,Active
Development Location:,71 BUKIT BATOK CRESCENT SINGAPORE 658071
MC Address:,"71 BUKIT BATOK CRESCENT
#01-00 PRESTIGE CENTRE
 SINGAPORE 658071"
MC Contact No.:,66770360
Name of Managing Agent:,360 INTEGRATED FM & SM PTE LTD
Managing Agent Contact No.:,66770360
MCST No:,3012
UEN:,T05MC3012B
Date of MC Constitution:,30/11/2005
Development Name:,CEYLON CREST
Status:,Active
Development Location:,30 CEYLON ROAD SINGAPORE 429623
MC Address:,"50 CHIN SWEE ROAD
#09-02 THONG CHAI BUILDING
 SINGAPORE 169874"
MC Contact No.:,67322220
Name of Managing Agent:,Sierra Asset Management Pte Ltd
Managing Agent Contact No.:,67322220
MCST No:,3013
UEN:,T05MC3013J
Date of MC Constitution:,01/12/2005
Development Name:,ENG HOON MANSIONS
Status:,Active
Development Location:,17 ENG HOON STREET SINGAPORE 169767
MC Address:,"17 ENG HOON STREET
#01-01 ENG HOON MANSIONS
 SINGAPORE 169767"
MC Contact No.:,94248354
Name of Managing Agent:,1 Property Asset Management Pte Ltd
Managing Agent Contact No.:,94248354
MCST No:,3014
UEN:,T05MC3014E
Date of MC Constitution:,01/12/2005
Development Name:,THE TRUMPS
Status:,Active
Development Location:,1 JALAN KEMBANGAN SINGAPORE 419154
MC Address:,"1 JALAN KEMBANGAN
#01-01 THE TRUMPS
 SINGAPORE 419154"
MC Contact No.:,64487276
Name of Managing Agent:,Empire City Consultant Pte Ltd
Managing Agent Contact No.:,64487276
MCST No:,3015
UEN:,T05MC3015A
Date of MC Constitution:,02/12/2005
Development Name:,THE ESPARIS
Status:,Active
Development Location:,7 PASIR RIS DRIVE 4 SINGAPORE 519459
MC Address:,"7B PASIR RIS DRIVE 4
#01-29 THE ESPARIS
 SINGAPORE 519461"
MC Contact No.:,65811916
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,3016
UEN:,T05MC3016H
Date of MC Constitution:,09/12/2005
Development Name:,SANDALWOOD
Status:,Active
Development Location:,152 TO 164 TEMBELING ROAD SINGAPORE 423480
MC Address:,"152K TEMBELING ROAD
#B1-01 SANDALWOOD
 SINGAPORE 423480"
MC Contact No.:,64404600
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,3017
UEN:,T05MC3017D
Date of MC Constitution:,08/12/2005
Development Name:,BLUE HORIZON CONDOMINIUM
Status:,Active
Development Location:,21 WEST COAST CRESCENT SINGAPORE 128045
MC Address:,"31 WEST COAST CRESCENT
#01-31 BLUE HORIZON CONDOMINIUM
 SINGAPORE 128050"
MC Contact No.:,67752800
Name of Managing Agent:,CWL Facilities Management Pte Ltd
Managing Agent Contact No.:,67752800
MCST No:,3018
UEN:,T05MC3018L
Date of MC Constitution:,09/12/2005
Development Name:,WATER PLACE
Status:,Active
Development Location:,171 TANJONG RHU ROAD SINGAPORE 436931
MC Address:,"171 TANJONG RHU ROAD
#01-01 WATER PLACE CONDOMINIUM - TOWER D
 SINGAPORE 436931"
MC Contact No.:,63462479
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,3019
UEN:,T05MC3019G
Date of MC Constitution:,13/12/2005
Development Name:,COTE D'AZUR
Status:,Active
Development Location:,60  MARINE PARADE ROAD SINGAPORE 449297
MC Address:,"60 MARINE PARADE ROAD
#01-02 COTE D'AZUR
 SINGAPORE 449297"
MC Contact No.:,63424056
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,3020
UEN:,T05MC3020D
Date of MC Constitution:,13/12/2005
Development Name:,D'DALVEY
Status:,Active
Development Location:,23 DALVEY ESTATE SINGAPORE 259555
MC Address:,"23 DALVEY ESTATE
#01-01 D'DALVEY
 SINGAPORE 259555"
MC Contact No.:,94528815
Name of Managing Agent:,Melana International Pte Ltd
Managing Agent Contact No.:,94528815
MCST No:,3021
UEN:,T05MC3021L
Date of MC Constitution:,15/12/2005
Development Name:,RESIDENCE 118
Status:,Active
Development Location:,118 LORONG L TELOK KURAU SINGAPORE 425552
MC Address:,"118 LORONG L TELOK KURAU
#01-01 RESIDENCE 118
 SINGAPORE 425552"
MC Contact No.:,62555652
Name of Managing Agent:,Simply Sakal Pte Ltd (Formerly known as Aces Assets Management Pte Ltd)
Managing Agent Contact No.:,62555652
MCST No:,3022
UEN:,T05MC3022G
Date of MC Constitution:,19/12/2005
Development Name:,D'ELIAS
Status:,Active
Development Location:,29A TO T ELIAS TERRACE SINGAPORE 519846
MC Address:,"21 BUKIT BATOK CRESCENT
#26-80/81 WCEGA TOWER
 SINGAPORE 658065"
MC Contact No.:,93364283
Name of Managing Agent:,Chamber Property Management Services Pte Ltd
Managing Agent Contact No.:,93364283
MCST No:,3023
UEN:,T05MC3023C
Date of MC Constitution:,20/12/2005
Development Name:,EUNOS TECHNOLINK
Status:,Active
Development Location:,3 TO 13 KAKI BUKIT ROAD 1 SINGAPORE 415934
MC Address:,"5 KAKI BUKIT ROAD 1
#B1-02 EUNOS TECHNOLINK
 SINGAPORE 415936"
MC Contact No.:,68420177
Name of Managing Agent:,Melana International Pte Ltd
Managing Agent Contact No.:,68420177
MCST No:,3024
UEN:,T05MC3024K
Date of MC Constitution:,27/12/2005
Development Name:,LE M RESIDENCE
Status:,Active
Development Location:,6 LORONG M TELOK KURAU SINGAPORE 425286
MC Address:,"162 BUKIT MERAH CENTRAL
#06-3545 
 SINGAPORE 150162"
MC Contact No.:,62218288
Name of Managing Agent:,SRE Management Services Pte Ltd
Managing Agent Contact No.:,62218288
MCST No:,3025
UEN:,T05MC3025F
Date of MC Constitution:,30/12/2005
Development Name:,TAIPAN GRAND
Status:,Active
Development Location:,501 MARINE PARADE ROAD SINGAPORE 449303
MC Address:,"420 NORTH BRIDGE ROAD
#06-01 C/O EARNEST MANAGEMENT SERVICES PTE LTD
 SINGAPORE 188727"
MC Contact No.:,63370087
Name of Managing Agent:,Earnest Management Services Pte Ltd
Managing Agent Contact No.:,63370087
MCST No:,3026
UEN:,T06MC3026G
Date of MC Constitution:,11/01/2006
Development Name:,SUNVILLE
Status:,Active
Development Location:,20 ST. MICHAELS ROAD SINGAPORE 328004
MC Address:,"22 ST. MICHAELS ROAD
#01-05 SUNVILLE
 SINGAPORE 327981"
MC Contact No.:,62990819
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,3027
UEN:,T06MC3027C
Date of MC Constitution:,11/01/2006
Development Name:,LIANG COURT COMPLEX
Status:,Active
Development Location:,177 RIVER VALLEY ROAD SINGAPORE 179030
MC Address:,"9 RAFFLES PLACE
#39-00 REPUBLIC PLAZA
 SINGAPORE 048619"
MC Contact No.:,63399266
Name of Managing Agent:,Jones Lang LaSalle Property Consultants Pte Ltd
Managing Agent Contact No.:,63399266
MCST No:,3028
UEN:,T06MC3028K
Date of MC Constitution:,11/01/2006
Development Name:,Management Corporation Strata Title No. 3028
Status:,Active
Development Location:,118B PASIR PANJANG ROAD SINGAPORE 118541
MC Address:,"10 UBI CRESCENT
#05-76 
 SINGAPORE 408564"
MC Contact No.:,67499959
Name of Managing Agent:,JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD
Managing Agent Contact No.:,62203888
MCST No:,3029
UEN:,T06MC3029F
Date of MC Constitution:,16/01/2006
Development Name:,DERBYSHIRE HEIGHTS
Status:,Active
Development Location:,3 DERBYSHIRE ROAD SINGAPORE 309459
MC Address:,"3 DERBYSHIRE ROAD
DERBYSHIRE HEIGHTS
 SINGAPORE 309459"
MC Contact No.:,82331376
Name of Managing Agent:,Allen Property & Facilities Management Pte Ltd
Managing Agent Contact No.:,62654233
MCST No:,3030
UEN:,T06MC3030C
Date of MC Constitution:,19/01/2006
Development Name:,Newton21
Status:,Active
Development Location:,21 NEWTON ROAD SINGAPORE 307954
MC Address:,"21 NEWTON ROAD
#B1-01 NEWTON21
 SINGAPORE 307954"
MC Contact No.:,67412285
Name of Managing Agent:,iServ Property Management Pte Ltd
Managing Agent Contact No.:,67412285
MCST No:,3031
UEN:,T06MC3031K
Date of MC Constitution:,17/01/2006
Development Name:,D'BANYAN
Status:,Active
Development Location:,83 JALAN SENDUDOK SINGAPORE 769468
MC Address:,"83 JALAN SENDUDOK

 SINGAPORE 769468"
MC Contact No.:,92312132
Name of Managing Agent:,SMART PROPERTY MANAGEMENT (S) PTE LTD
Managing Agent Contact No.:,92312132
MCST No:,3032
UEN:,T06MC3032F
Date of MC Constitution:,19/01/2006
Development Name:,Management Corporation Strata Title No. 3032
Status:,Active
Development Location:,120B PASIR PANJANG ROAD SINGAPORE 118542
MC Address:,"10 UBI CRESCENT
#05-76 UBI TECHPARK LOBBY D
 SINGAPORE 408564"
MC Contact No.:,67499959
Name of Managing Agent:,WISELY 98 PTE LTD
Managing Agent Contact No.:,62915355
MCST No:,3033
UEN:,T06MC3033B
Date of MC Constitution:,19/01/2006
Development Name:,Management Corporation Strata Title No. 3033
Status:,Active
Development Location:,21 JALAN ULU SIGLAP SINGAPORE 457195
MC Address:,"1014 GEYLANG EAST AVENUE 3
#07-216 
 SINGAPORE 389729"
MC Contact No.:,68440801
Name of Managing Agent:,Halley Service Pte Ltd
Managing Agent Contact No.:,68440801
MCST No:,3034
UEN:,T06MC3034J
Date of MC Constitution:,25/01/2006
Development Name:,WHITEWATER CONDOMINIUM
Status:,Active
Development Location:,33 PASIR RIS STREET 72 SINGAPORE 518771
MC Address:,"23 PASIR RIS STREET 72
#01-08 WHITEWATER CONDOMINIUM
 SINGAPORE 518765"
MC Contact No.:,65825220
Name of Managing Agent:,Bond Properties Pte Ltd
Managing Agent Contact No.:,65825220
MCST No:,3035
UEN:,T06MC3035E
Date of MC Constitution:,23/01/2006
Development Name:,SPRINGLEAF VILLAS
Status:,Active
